Date,Time,Trade No.,Price,Effect,Legs
9/26/2014,3:45:00 PM,88,0.39,debit,"buy to open 10 x $102 call exp. 10/31/2014 (35 DTE); sell to open 10 x $104.5 call exp. 10/31/2014 (35 DTE)"
10/1/2014,3:45:00 PM,86,0.06,credit,"sell to close 10 x $102 call exp. 10/18/2014 (17 DTE); buy to close 10 x $104 call exp. 10/18/2014 (17 DTE)"
10/2/2014,3:45:00 PM,87,0.07,credit,"sell to close 10 x $102.5 call exp. 10/24/2014 (22 DTE); buy to close 10 x $105 call exp. 10/24/2014 (22 DTE)"
10/3/2014,3:45:00 PM,89,0.41,debit,"buy to open 10 x $101.5 call exp. 11/7/2014 (35 DTE); sell to open 10 x $104 call exp. 11/7/2014 (35 DTE)"
10/10/2014,3:45:00 PM,88,0.04,credit,"sell to close 10 x $102 call exp. 10/31/2014 (21 DTE); buy to close 10 x $104.5 call exp. 10/31/2014 (21 DTE)"
10/10/2014,3:45:00 PM,90,0.54,debit,"buy to open 10 x $98.5 call exp. 11/14/2014 (35 DTE); sell to open 10 x $102 call exp. 11/14/2014 (35 DTE)"
10/13/2014,3:45:00 PM,89,0.03,credit,"sell to close 10 x $101.5 call exp. 11/7/2014 (25 DTE); buy to close 10 x $104 call exp. 11/7/2014 (25 DTE)"
10/17/2014,3:45:00 PM,91,0.5,debit,"buy to open 10 x $97 call exp. 11/22/2014 (36 DTE); sell to open 10 x $100 call exp. 11/22/2014 (36 DTE)"
10/24/2014,3:45:00 PM,92,0.4,debit,"buy to open 10 x $102 call exp. 11/28/2014 (35 DTE); sell to open 10 x $104.5 call exp. 11/28/2014 (35 DTE)"
10/31/2014,3:45:00 PM,93,0.26,debit,"buy to open 10 x $105 call exp. 12/5/2014 (35 DTE); sell to open 10 x $107 call exp. 12/5/2014 (35 DTE)"
11/7/2014,3:45:00 PM,94,0.33,debit,"buy to open 10 x $104.5 call exp. 12/12/2014 (35 DTE); sell to open 10 x $107 call exp. 12/12/2014 (35 DTE)"
11/14/2014,3:45:00 PM,95,0.37,debit,"buy to open 10 x $106 call exp. 12/20/2014 (36 DTE); sell to open 10 x $108.63 call exp. 12/20/2014 (36 DTE)"
11/14/2014,4:00:00 PM,90,103.22,credit,"sell to close 1000 shares"
11/14/2014,4:00:00 PM,90,103.22,debit,"buy to close 1000 shares"
11/21/2014,3:45:00 PM,96,0.31,debit,"buy to open 10 x $106.5 call exp. 12/26/2014 (35 DTE); sell to open 10 x $108.5 call exp. 12/26/2014 (35 DTE)"
11/24/2014,4:00:00 PM,91,104.68,credit,"sell to close 1000 shares"
11/24/2014,4:00:00 PM,91,104.68,debit,"buy to close 1000 shares"
11/28/2014,3:45:00 PM,97,0.35,debit,"buy to open 10 x $108.5 call exp. 1/2/2015 (35 DTE); sell to open 10 x $111 call exp. 1/2/2015 (35 DTE)"
11/28/2014,4:00:00 PM,92,106.01,credit,"sell to close 1000 shares"
11/28/2014,4:00:00 PM,92,106.01,debit,"buy to close 1000 shares"
12/5/2014,3:45:00 PM,98,0.27,debit,"buy to open 10 x $108 call exp. 1/9/2015 (35 DTE); sell to open 10 x $110 call exp. 1/9/2015 (35 DTE)"
12/5/2014,4:00:00 PM,93,105.38,credit,"sell to close 1000 shares"
12/8/2014,3:45:00 PM,97,0.07,credit,"sell to close 10 x $108.5 call exp. 1/2/2015 (25 DTE); buy to close 10 x $111 call exp. 1/2/2015 (25 DTE)"
12/12/2014,3:45:00 PM,94,0.01,debit,"sell to close 10 x $104.5 call exp. 12/12/2014 (0 DTE); buy to close 10 x $107 call exp. 12/12/2014 (0 DTE)"
12/12/2014,3:45:00 PM,99,0.43,debit,"buy to open 10 x $107 call exp. 1/17/2015 (36 DTE); sell to open 10 x $110 call exp. 1/17/2015 (36 DTE)"
12/15/2014,3:45:00 PM,95,0.01,credit,"sell to close 10 x $106 call exp. 12/20/2014 (5 DTE); buy to close 10 x $108.63 call exp. 12/20/2014 (5 DTE)"
12/15/2014,3:45:00 PM,96,0.02,credit,"sell to close 10 x $106.5 call exp. 12/26/2014 (11 DTE); buy to close 10 x $108.5 call exp. 12/26/2014 (11 DTE)"
12/16/2014,3:45:00 PM,98,0.05,credit,"sell to close 10 x $108 call exp. 1/9/2015 (24 DTE); buy to close 10 x $110 call exp. 1/9/2015 (24 DTE)"
12/19/2014,3:45:00 PM,100,0.33,debit,"buy to open 10 x $108 call exp. 1/23/2015 (35 DTE); sell to open 10 x $110.5 call exp. 1/23/2015 (35 DTE)"
12/26/2014,3:45:00 PM,101,0.4,debit,"buy to open 10 x $108.5 call exp. 1/30/2015 (35 DTE); sell to open 10 x $111 call exp. 1/30/2015 (35 DTE)"
1/2/2015,3:45:00 PM,99,0.06,credit,"sell to close 10 x $107 call exp. 1/17/2015 (15 DTE); buy to close 10 x $110 call exp. 1/17/2015 (15 DTE)"
1/2/2015,3:45:00 PM,100,0.06,credit,"sell to close 10 x $108 call exp. 1/23/2015 (21 DTE); buy to close 10 x $110.5 call exp. 1/23/2015 (21 DTE)"
1/2/2015,3:45:00 PM,102,0.36,debit,"buy to open 10 x $107 call exp. 2/6/2015 (35 DTE); sell to open 10 x $109.5 call exp. 2/6/2015 (35 DTE)"
1/5/2015,3:45:00 PM,101,0.02,debit,"sell to close 10 x $108.5 call exp. 1/30/2015 (25 DTE); buy to close 10 x $111 call exp. 1/30/2015 (25 DTE)"
1/9/2015,3:45:00 PM,103,0.4,debit,"buy to open 10 x $106.5 call exp. 2/13/2015 (35 DTE); sell to open 10 x $109 call exp. 2/13/2015 (35 DTE)"
1/15/2015,3:45:00 PM,102,0.07,credit,"sell to close 10 x $107 call exp. 2/6/2015 (22 DTE); buy to close 10 x $109.5 call exp. 2/6/2015 (22 DTE)"
1/16/2015,3:45:00 PM,104,0.49,debit,"buy to open 10 x $105 call exp. 2/20/2015 (35 DTE); sell to open 10 x $108 call exp. 2/20/2015 (35 DTE)"
1/23/2015,3:45:00 PM,105,0.23,debit,"buy to open 10 x $107.5 call exp. 2/27/2015 (35 DTE); sell to open 10 x $108.5 call exp. 2/27/2015 (35 DTE)"
1/28/2015,3:45:00 PM,103,0.05,credit,"sell to close 10 x $106.5 call exp. 2/13/2015 (16 DTE); buy to close 10 x $109 call exp. 2/13/2015 (16 DTE)"
1/30/2015,3:45:00 PM,106,0.45,debit,"buy to open 10 x $105.5 call exp. 3/6/2015 (35 DTE); sell to open 10 x $108.5 call exp. 3/6/2015 (35 DTE)"
2/6/2015,3:45:00 PM,107,0.38,debit,"buy to open 10 x $107 call exp. 3/13/2015 (35 DTE); sell to open 10 x $109.5 call exp. 3/13/2015 (35 DTE)"
2/9/2015,3:45:00 PM,105,0.04,credit,"sell to close 10 x $107.5 call exp. 2/27/2015 (18 DTE); buy to close 10 x $108.5 call exp. 2/27/2015 (18 DTE)"
2/13/2015,3:45:00 PM,108,0.31,debit,"buy to open 10 x $110 call exp. 3/20/2015 (35 DTE); sell to open 10 x $112 call exp. 3/20/2015 (35 DTE)"
2/20/2015,3:45:00 PM,109,0.45,debit,"buy to open 10 x $111 call exp. 3/27/2015 (35 DTE); sell to open 10 x $114 call exp. 3/27/2015 (35 DTE)"
2/20/2015,4:00:00 PM,104,108.41,credit,"sell to close 1000 shares"
2/20/2015,4:00:00 PM,104,108.41,debit,"buy to close 1000 shares"
2/27/2015,3:45:00 PM,110,0.33,debit,"buy to open 10 x $111 call exp. 4/2/2015 (34 DTE); sell to open 10 x $113 call exp. 4/2/2015 (34 DTE)"
3/6/2015,3:45:00 PM,111,0.4,debit,"buy to open 10 x $110.5 call exp. 4/10/2015 (35 DTE); sell to open 10 x $113 call exp. 4/10/2015 (35 DTE)"
3/6/2015,4:00:00 PM,106,107.41,credit,"sell to close 1000 shares"
3/10/2015,3:45:00 PM,108,0.03,credit,"sell to close 10 x $110 call exp. 3/20/2015 (10 DTE); buy to close 10 x $112 call exp. 3/20/2015 (10 DTE)"
3/10/2015,3:45:00 PM,109,0.03,credit,"sell to close 10 x $111 call exp. 3/27/2015 (17 DTE); buy to close 10 x $114 call exp. 3/27/2015 (17 DTE)"
3/10/2015,3:45:00 PM,110,0.05,credit,"sell to close 10 x $111 call exp. 4/2/2015 (23 DTE); buy to close 10 x $113 call exp. 4/2/2015 (23 DTE)"
3/11/2015,3:45:00 PM,107,0.03,credit,"sell to close 10 x $107 call exp. 3/13/2015 (2 DTE); buy to close 10 x $109.5 call exp. 3/13/2015 (2 DTE)"
3/13/2015,3:45:00 PM,112,0.38,debit,"buy to open 10 x $109 call exp. 4/17/2015 (35 DTE); sell to open 10 x $112 call exp. 4/17/2015 (35 DTE)"
3/20/2015,3:45:00 PM,113,0.36,debit,"buy to open 10 x $111.5 call exp. 4/24/2015 (35 DTE); sell to open 10 x $114 call exp. 4/24/2015 (35 DTE)"
3/25/2015,3:45:00 PM,111,0.03,credit,"sell to close 10 x $110.5 call exp. 4/10/2015 (16 DTE); buy to close 10 x $113 call exp. 4/10/2015 (16 DTE)"
3/26/2015,3:45:00 PM,113,0.05,credit,"sell to close 10 x $111.5 call exp. 4/24/2015 (29 DTE); buy to close 10 x $114 call exp. 4/24/2015 (29 DTE)"
3/27/2015,3:45:00 PM,114,0.44,debit,"buy to open 10 x $109 call exp. 5/1/2015 (35 DTE); sell to open 10 x $111.5 call exp. 5/1/2015 (35 DTE)"
4/2/2015,3:45:00 PM,112,0.05,credit,"sell to close 10 x $109 call exp. 4/17/2015 (15 DTE); buy to close 10 x $112 call exp. 4/17/2015 (15 DTE)"
4/10/2015,3:45:00 PM,115,0.28,debit,"buy to open 10 x $111 call exp. 5/15/2015 (35 DTE); sell to open 10 x $113 call exp. 5/15/2015 (35 DTE)"
4/17/2015,3:45:00 PM,116,0.4,debit,"buy to open 10 x $109.5 call exp. 5/22/2015 (35 DTE); sell to open 10 x $112 call exp. 5/22/2015 (35 DTE)"
4/24/2015,3:45:00 PM,117,0.37,debit,"buy to open 10 x $113.5 call exp. 5/29/2015 (35 DTE); sell to open 10 x $116 call exp. 5/29/2015 (35 DTE)"
4/30/2015,3:45:00 PM,114,0.02,credit,"sell to close 10 x $109 call exp. 5/1/2015 (1 DTE); buy to close 10 x $111.5 call exp. 5/1/2015 (1 DTE)"
4/30/2015,3:45:00 PM,117,0.06,credit,"sell to close 10 x $113.5 call exp. 5/29/2015 (29 DTE); buy to close 10 x $116 call exp. 5/29/2015 (29 DTE)"
5/1/2015,3:45:00 PM,118,0.43,debit,"buy to open 10 x $112 call exp. 6/5/2015 (35 DTE); sell to open 10 x $114.5 call exp. 6/5/2015 (35 DTE)"
5/5/2015,3:45:00 PM,115,0.05,credit,"sell to close 10 x $111 call exp. 5/15/2015 (10 DTE); buy to close 10 x $113 call exp. 5/15/2015 (10 DTE)"
5/8/2015,3:45:00 PM,119,0.31,debit,"buy to open 10 x $112 call exp. 6/12/2015 (35 DTE); sell to open 10 x $114 call exp. 6/12/2015 (35 DTE)"
5/15/2015,3:45:00 PM,120,0.5,debit,"buy to open 10 x $112 call exp. 6/19/2015 (35 DTE); sell to open 10 x $114.63 call exp. 6/19/2015 (35 DTE)"
5/22/2015,3:45:00 PM,121,0.31,debit,"buy to open 10 x $113.5 call exp. 6/26/2015 (35 DTE); sell to open 10 x $116 call exp. 6/26/2015 (35 DTE)"
5/22/2015,4:00:00 PM,116,110.47,credit,"sell to close 1000 shares"
5/26/2015,3:45:00 PM,118,0.05,credit,"sell to close 10 x $112 call exp. 6/5/2015 (10 DTE); buy to close 10 x $114.5 call exp. 6/5/2015 (10 DTE)"
5/29/2015,3:45:00 PM,122,0.34,debit,"buy to open 10 x $113 call exp. 7/2/2015 (34 DTE); sell to open 10 x $115 call exp. 7/2/2015 (34 DTE)"
6/5/2015,3:45:00 PM,119,0.03,credit,"sell to close 10 x $112 call exp. 6/12/2015 (7 DTE); buy to close 10 x $114 call exp. 6/12/2015 (7 DTE)"
6/5/2015,3:45:00 PM,123,0.37,debit,"buy to open 10 x $112.5 call exp. 7/10/2015 (35 DTE); sell to open 10 x $115 call exp. 7/10/2015 (35 DTE)"
6/8/2015,3:45:00 PM,120,0.05,credit,"sell to close 10 x $112 call exp. 6/19/2015 (11 DTE); buy to close 10 x $114.63 call exp. 6/19/2015 (11 DTE)"
6/8/2015,3:45:00 PM,121,0.03,credit,"sell to close 10 x $113.5 call exp. 6/26/2015 (18 DTE); buy to close 10 x $116 call exp. 6/26/2015 (18 DTE)"
6/9/2015,3:45:00 PM,122,0.06,credit,"sell to close 10 x $113 call exp. 7/2/2015 (23 DTE); buy to close 10 x $115 call exp. 7/2/2015 (23 DTE)"
6/12/2015,3:45:00 PM,124,0.31,debit,"buy to open 10 x $112 call exp. 7/17/2015 (35 DTE); sell to open 10 x $114 call exp. 7/17/2015 (35 DTE)"
6/19/2015,3:45:00 PM,125,0.38,debit,"buy to open 10 x $113 call exp. 7/24/2015 (35 DTE); sell to open 10 x $115 call exp. 7/24/2015 (35 DTE)"
6/26/2015,3:45:00 PM,123,0.07,credit,"sell to close 10 x $112.5 call exp. 7/10/2015 (14 DTE); buy to close 10 x $115 call exp. 7/10/2015 (14 DTE)"
6/26/2015,3:45:00 PM,126,0.35,debit,"buy to open 10 x $112.5 call exp. 7/31/2015 (35 DTE); sell to open 10 x $114.5 call exp. 7/31/2015 (35 DTE)"
7/1/2015,3:45:00 PM,125,0.07,credit,"sell to close 10 x $113 call exp. 7/24/2015 (23 DTE); buy to close 10 x $115 call exp. 7/24/2015 (23 DTE)"
7/6/2015,3:45:00 PM,124,0.02,credit,"sell to close 10 x $112 call exp. 7/17/2015 (11 DTE); buy to close 10 x $114 call exp. 7/17/2015 (11 DTE)"
7/8/2015,3:45:00 PM,126,0.05,credit,"sell to close 10 x $112.5 call exp. 7/31/2015 (23 DTE); buy to close 10 x $114.5 call exp. 7/31/2015 (23 DTE)"
7/10/2015,3:45:00 PM,127,0.45,debit,"buy to open 10 x $111.5 call exp. 8/14/2015 (35 DTE); sell to open 10 x $114 call exp. 8/14/2015 (35 DTE)"
7/17/2015,3:45:00 PM,128,0.16,debit,"buy to open 10 x $117 call exp. 8/21/2015 (35 DTE); sell to open 10 x $118 call exp. 8/21/2015 (35 DTE)"
7/24/2015,3:45:00 PM,128,0.03,credit,"sell to close 10 x $117 call exp. 8/21/2015 (28 DTE); buy to close 10 x $118 call exp. 8/21/2015 (28 DTE)"
7/24/2015,3:45:00 PM,129,0.3,debit,"buy to open 10 x $115 call exp. 8/28/2015 (35 DTE); sell to open 10 x $117 call exp. 8/28/2015 (35 DTE)"
7/31/2015,3:45:00 PM,130,0.39,debit,"buy to open 10 x $115 call exp. 9/4/2015 (35 DTE); sell to open 10 x $117.5 call exp. 9/4/2015 (35 DTE)"
8/7/2015,3:45:00 PM,129,0.06,credit,"sell to close 10 x $115 call exp. 8/28/2015 (21 DTE); buy to close 10 x $117 call exp. 8/28/2015 (21 DTE)"
8/7/2015,3:45:00 PM,131,0.37,debit,"buy to open 10 x $114 call exp. 9/11/2015 (35 DTE); sell to open 10 x $116.5 call exp. 9/11/2015 (35 DTE)"
8/13/2015,3:45:00 PM,127,0.03,credit,"sell to close 10 x $111.5 call exp. 8/14/2015 (1 DTE); buy to close 10 x $114 call exp. 8/14/2015 (1 DTE)"
8/13/2015,3:45:00 PM,130,0.08,credit,"sell to close 10 x $115 call exp. 9/4/2015 (22 DTE); buy to close 10 x $117.5 call exp. 9/4/2015 (22 DTE)"
8/14/2015,3:45:00 PM,132,0.46,debit,"buy to open 10 x $114 call exp. 9/18/2015 (35 DTE); sell to open 10 x $117 call exp. 9/18/2015 (35 DTE)"
8/20/2015,3:45:00 PM,131,0.04,credit,"sell to close 10 x $114 call exp. 9/11/2015 (22 DTE); buy to close 10 x $116.5 call exp. 9/11/2015 (22 DTE)"
8/21/2015,3:45:00 PM,132,0.03,credit,"sell to close 10 x $114 call exp. 9/18/2015 (28 DTE); buy to close 10 x $117 call exp. 9/18/2015 (28 DTE)"
8/28/2015,3:45:00 PM,133,0.59,debit,"buy to open 10 x $111.5 call exp. 10/2/2015 (35 DTE); sell to open 10 x $115 call exp. 10/2/2015 (35 DTE)"
8/31/2015,3:45:00 PM,133,0.36,credit,"sell to close 10 x $111.5 call exp. 10/2/2015 (32 DTE); buy to close 10 x $115 call exp. 10/2/2015 (32 DTE)"
9/11/2015,3:45:00 PM,134,0.68,debit,"buy to open 10 x $110 call exp. 10/16/2015 (35 DTE); sell to open 10 x $114 call exp. 10/16/2015 (35 DTE)"
9/18/2015,3:45:00 PM,135,0.44,debit,"buy to open 10 x $110.5 call exp. 10/23/2015 (35 DTE); sell to open 10 x $113 call exp. 10/23/2015 (35 DTE)"
9/25/2015,3:45:00 PM,134,0.07,credit,"sell to close 10 x $110 call exp. 10/16/2015 (21 DTE); buy to close 10 x $114 call exp. 10/16/2015 (21 DTE)"
9/25/2015,3:45:00 PM,136,0.65,debit,"buy to open 10 x $108 call exp. 10/30/2015 (35 DTE); sell to open 10 x $112 call exp. 10/30/2015 (35 DTE)"
9/28/2015,3:45:00 PM,135,0.04,credit,"sell to close 10 x $110.5 call exp. 10/23/2015 (25 DTE); buy to close 10 x $113 call exp. 10/23/2015 (25 DTE)"
10/2/2015,3:45:00 PM,137,0.52,debit,"buy to open 10 x $109 call exp. 11/6/2015 (35 DTE); sell to open 10 x $112 call exp. 11/6/2015 (35 DTE)"
10/9/2015,3:45:00 PM,138,0.49,debit,"buy to open 10 x $111 call exp. 11/13/2015 (35 DTE); sell to open 10 x $115 call exp. 11/13/2015 (35 DTE)"
10/16/2015,3:45:00 PM,139,0.35,debit,"buy to open 10 x $112 call exp. 11/20/2015 (35 DTE); sell to open 10 x $114 call exp. 11/20/2015 (35 DTE)"
10/23/2015,3:45:00 PM,140,0.17,debit,"buy to open 10 x $117 call exp. 11/27/2015 (35 DTE); sell to open 10 x $118 call exp. 11/27/2015 (35 DTE)"
10/30/2015,3:45:00 PM,141,0.51,debit,"buy to open 10 x $117 call exp. 12/4/2015 (35 DTE); sell to open 10 x $120 call exp. 12/4/2015 (35 DTE)"
10/30/2015,4:00:00 PM,136,113.33,credit,"sell to close 1000 shares"
10/30/2015,4:00:00 PM,136,113.33,debit,"buy to close 1000 shares"
11/6/2015,3:45:00 PM,142,0.38,debit,"buy to open 10 x $118.5 call exp. 12/11/2015 (35 DTE); sell to open 10 x $121 call exp. 12/11/2015 (35 DTE)"
11/6/2015,4:00:00 PM,137,114.79,credit,"sell to close 1000 shares"
11/6/2015,4:00:00 PM,137,114.79,debit,"buy to close 1000 shares"
11/12/2015,3:45:00 PM,140,0.01,credit,"sell to close 10 x $117 call exp. 11/27/2015 (15 DTE); buy to close 10 x $118 call exp. 11/27/2015 (15 DTE)"
11/13/2015,3:45:00 PM,138,0.01,debit,"sell to close 10 x $111 call exp. 11/13/2015 (0 DTE); buy to close 10 x $115 call exp. 11/13/2015 (0 DTE)"
11/13/2015,3:45:00 PM,141,0.04,credit,"sell to close 10 x $117 call exp. 12/4/2015 (21 DTE); buy to close 10 x $120 call exp. 12/4/2015 (21 DTE)"
11/13/2015,3:45:00 PM,142,0.02,credit,"sell to close 10 x $118.5 call exp. 12/11/2015 (28 DTE); buy to close 10 x $121 call exp. 12/11/2015 (28 DTE)"
11/13/2015,3:45:00 PM,143,0.49,debit,"buy to open 10 x $114.63 call exp. 12/18/2015 (35 DTE); sell to open 10 x $118 call exp. 12/18/2015 (35 DTE)"
11/20/2015,3:45:00 PM,144,0.53,debit,"buy to open 10 x $117.5 call exp. 12/24/2015 (34 DTE); sell to open 10 x $120.5 call exp. 12/24/2015 (34 DTE)"
11/20/2015,4:00:00 PM,139,114.48,credit,"sell to close 1000 shares"
11/20/2015,4:00:00 PM,139,114.48,debit,"buy to close 1000 shares"
11/27/2015,3:45:00 PM,145,0.3,debit,"buy to open 10 x $118 call exp. 12/31/2015 (34 DTE); sell to open 10 x $120 call exp. 12/31/2015 (34 DTE)"
12/4/2015,3:45:00 PM,146,0.41,debit,"buy to open 10 x $118.5 call exp. 1/8/2016 (35 DTE); sell to open 10 x $121 call exp. 1/8/2016 (35 DTE)"
12/9/2015,3:45:00 PM,144,0.09,credit,"sell to close 10 x $117.5 call exp. 12/24/2015 (15 DTE); buy to close 10 x $120.5 call exp. 12/24/2015 (15 DTE)"
12/11/2015,3:45:00 PM,145,0.06,credit,"sell to close 10 x $118 call exp. 12/31/2015 (20 DTE); buy to close 10 x $120 call exp. 12/31/2015 (20 DTE)"
12/11/2015,3:45:00 PM,147,0.48,debit,"buy to open 10 x $116 call exp. 1/15/2016 (35 DTE); sell to open 10 x $119 call exp. 1/15/2016 (35 DTE)"
12/17/2015,3:45:00 PM,143,0.02,credit,"sell to close 10 x $114.63 call exp. 12/18/2015 (1 DTE); buy to close 10 x $118 call exp. 12/18/2015 (1 DTE)"
12/17/2015,3:45:00 PM,146,0.06,credit,"sell to close 10 x $118.5 call exp. 1/8/2016 (22 DTE); buy to close 10 x $121 call exp. 1/8/2016 (22 DTE)"
12/18/2015,3:45:00 PM,148,0.42,debit,"buy to open 10 x $115 call exp. 1/22/2016 (35 DTE); sell to open 10 x $117.5 call exp. 1/22/2016 (35 DTE)"
1/4/2016,3:45:00 PM,147,0.01,credit,"sell to close 10 x $116 call exp. 1/15/2016 (11 DTE); buy to close 10 x $119 call exp. 1/15/2016 (11 DTE)"
1/5/2016,3:45:00 PM,148,0.08,credit,"sell to close 10 x $115 call exp. 1/22/2016 (17 DTE); buy to close 10 x $117.5 call exp. 1/22/2016 (17 DTE)"
1/22/2016,3:45:00 PM,149,0.56,debit,"buy to open 10 x $109 call exp. 2/26/2016 (35 DTE); sell to open 10 x $112.5 call exp. 2/26/2016 (35 DTE)"
1/29/2016,3:45:00 PM,150,0.25,debit,"buy to open 10 x $109 call exp. 3/4/2016 (35 DTE); sell to open 10 x $110 call exp. 3/4/2016 (35 DTE)"
2/4/2016,3:45:00 PM,149,0.1,credit,"sell to close 10 x $109 call exp. 2/26/2016 (22 DTE); buy to close 10 x $112.5 call exp. 2/26/2016 (22 DTE)"
2/5/2016,3:45:00 PM,150,0.02,credit,"sell to close 10 x $109 call exp. 3/4/2016 (28 DTE); buy to close 10 x $110 call exp. 3/4/2016 (28 DTE)"
2/5/2016,3:45:00 PM,151,0.6,debit,"buy to open 10 x $104 call exp. 3/11/2016 (35 DTE); sell to open 10 x $108 call exp. 3/11/2016 (35 DTE)"
2/11/2016,3:45:00 PM,151,0.47,credit,"sell to close 10 x $104 call exp. 3/11/2016 (29 DTE); buy to close 10 x $108 call exp. 3/11/2016 (29 DTE)"
2/12/2016,3:45:00 PM,152,0.64,debit,"buy to open 10 x $104 call exp. 3/18/2016 (35 DTE); sell to open 10 x $108 call exp. 3/18/2016 (35 DTE)"
2/19/2016,3:45:00 PM,153,0.56,debit,"buy to open 10 x $106.5 call exp. 3/24/2016 (34 DTE); sell to open 10 x $110 call exp. 3/24/2016 (34 DTE)"
2/26/2016,3:45:00 PM,154,0.47,debit,"buy to open 10 x $108 call exp. 4/1/2016 (35 DTE); sell to open 10 x $111 call exp. 4/1/2016 (35 DTE)"
3/4/2016,3:45:00 PM,155,0.33,debit,"buy to open 10 x $110 call exp. 4/8/2016 (35 DTE); sell to open 10 x $112 call exp. 4/8/2016 (35 DTE)"
3/11/2016,3:45:00 PM,156,0.52,debit,"buy to open 10 x $110 call exp. 4/15/2016 (35 DTE); sell to open 10 x $113 call exp. 4/15/2016 (35 DTE)"
3/18/2016,3:45:00 PM,157,0.46,debit,"buy to open 10 x $111 call exp. 4/22/2016 (35 DTE); sell to open 10 x $114 call exp. 4/22/2016 (35 DTE)"
3/18/2016,4:00:00 PM,152,107.37,credit,"sell to close 1000 shares"
3/24/2016,4:00:00 PM,153,107.26,credit,"sell to close 1000 shares"
4/1/2016,3:45:00 PM,158,0.43,debit,"buy to open 10 x $113.5 call exp. 5/6/2016 (35 DTE); sell to open 10 x $116 call exp. 5/6/2016 (35 DTE)"
4/1/2016,4:00:00 PM,154,110.36,credit,"sell to close 1000 shares"
4/7/2016,3:45:00 PM,155,0.06,credit,"sell to close 10 x $110 call exp. 4/8/2016 (1 DTE); buy to close 10 x $112 call exp. 4/8/2016 (1 DTE)"
4/8/2016,3:45:00 PM,159,0.4,debit,"buy to open 10 x $113 call exp. 5/13/2016 (35 DTE); sell to open 10 x $115.5 call exp. 5/13/2016 (35 DTE)"
4/15/2016,3:45:00 PM,160,0.47,debit,"buy to open 10 x $114 call exp. 5/20/2016 (35 DTE); sell to open 10 x $117 call exp. 5/20/2016 (35 DTE)"
4/15/2016,4:00:00 PM,156,110.64,credit,"sell to close 1000 shares"
4/22/2016,3:45:00 PM,157,0.01,debit,"sell to close 10 x $111 call exp. 4/22/2016 (0 DTE); buy to close 10 x $114 call exp. 4/22/2016 (0 DTE)"
4/22/2016,3:45:00 PM,158,0.04,credit,"sell to close 10 x $113.5 call exp. 5/6/2016 (14 DTE); buy to close 10 x $116 call exp. 5/6/2016 (14 DTE)"
4/22/2016,3:45:00 PM,161,0.44,debit,"buy to open 10 x $112.5 call exp. 5/27/2016 (35 DTE); sell to open 10 x $115.5 call exp. 5/27/2016 (35 DTE)"
4/25/2016,3:45:00 PM,160,0.09,credit,"sell to close 10 x $114 call exp. 5/20/2016 (25 DTE); buy to close 10 x $117 call exp. 5/20/2016 (25 DTE)"
4/26/2016,3:45:00 PM,159,0.07,credit,"sell to close 10 x $113 call exp. 5/13/2016 (17 DTE); buy to close 10 x $115.5 call exp. 5/13/2016 (17 DTE)"
4/28/2016,3:45:00 PM,161,0.08,credit,"sell to close 10 x $112.5 call exp. 5/27/2016 (29 DTE); buy to close 10 x $115.5 call exp. 5/27/2016 (29 DTE)"
4/29/2016,3:45:00 PM,162,0.4,debit,"buy to open 10 x $110 call exp. 6/3/2016 (35 DTE); sell to open 10 x $113 call exp. 6/3/2016 (35 DTE)"
5/6/2016,3:45:00 PM,163,0.35,debit,"buy to open 10 x $109.5 call exp. 6/10/2016 (35 DTE); sell to open 10 x $112 call exp. 6/10/2016 (35 DTE)"
5/13/2016,3:45:00 PM,162,0.08,credit,"sell to close 10 x $110 call exp. 6/3/2016 (21 DTE); buy to close 10 x $113 call exp. 6/3/2016 (21 DTE)"
5/13/2016,3:45:00 PM,164,0.44,debit,"buy to open 10 x $109 call exp. 6/17/2016 (35 DTE); sell to open 10 x $112 call exp. 6/17/2016 (35 DTE)"
5/20/2016,3:45:00 PM,165,0.39,debit,"buy to open 10 x $110 call exp. 6/24/2016 (35 DTE); sell to open 10 x $112.5 call exp. 6/24/2016 (35 DTE)"
5/27/2016,3:45:00 PM,166,0.4,debit,"buy to open 10 x $113 call exp. 7/1/2016 (35 DTE); sell to open 10 x $116 call exp. 7/1/2016 (35 DTE)"
6/3/2016,3:45:00 PM,167,0.38,debit,"buy to open 10 x $113 call exp. 7/8/2016 (35 DTE); sell to open 10 x $115.5 call exp. 7/8/2016 (35 DTE)"
6/10/2016,3:45:00 PM,163,0.01,debit,"sell to close 10 x $109.5 call exp. 6/10/2016 (0 DTE); buy to close 10 x $112 call exp. 6/10/2016 (0 DTE)"
6/10/2016,3:45:00 PM,168,0.4,debit,"buy to open 10 x $112 call exp. 7/15/2016 (35 DTE); sell to open 10 x $114 call exp. 7/15/2016 (35 DTE)"
6/13/2016,3:45:00 PM,166,0.07,credit,"sell to close 10 x $113 call exp. 7/1/2016 (18 DTE); buy to close 10 x $116 call exp. 7/1/2016 (18 DTE)"
6/15/2016,3:45:00 PM,164,0.04,credit,"sell to close 10 x $109 call exp. 6/17/2016 (2 DTE); buy to close 10 x $112 call exp. 6/17/2016 (2 DTE)"
